Survived,PassengerId,Pclass_age,Relatives_age,Weight_age
1,872,19.0,38.0,19.0
0,873,5.0,0.0,5.0
0,874,57.0,0.0,19.0
1,875,0.0,0.0,0.0
1,876,39.0,0.0,13.0
0,877,24.0,0.0,8.0
0,878,27.0,0.0,9.0
0,879,3.0,0.0,1.0
1,880,28.0,28.0,28.0
1,881,6.0,3.0,3.0
0,882,15.0,0.0,5.0
0,883,18.0,0.0,6.0
0,884,0.0,0.0,0.0
0,885,9.0,0.0,3.0
0,886,33.0,55.0,11.0
0,887,2.0,0.0,1.0
1,888,9.0,0.0,9.0
0,889,3.0,3.0,1.0
1,890,2.0,0.0,2.0
0,891,12.0,0.0,4.0
